# gene_name         0h    12h    24h    48h    96h 
ZNF648            23.4   19.3   14.3    5.3    0.4 
GLUL              21.8   20.9   16.5    8.3    1.7 
TEDDM1            14.6   11.3    6.8    2.5    0.2 
RGSL1              5.2    2.6    1.4    0.3    0.0 
RNASEL            59.5   43.3   28.4   13.2    1.5 
RGS16             14.4   16.6   16.7   17.3   11.2 
RGS8              32.4   31.3   28.7   14.5    4.1 
NPL               86.7  143.2  187.3  233.7  279.1 
DHX9              17.6   17.9   19.1   15.8    6.6 
SHCBP1L           20.0   14.3   10.4    4.1    0.4 
LAMC1             90.6   83.5   78.6   48.0   10.3 
LAMC2             10.2   14.3   19.5   27.4   32.4 
NMNAT2            53.9   25.3   10.9    1.4    0.0 
SMG7              44.0   53.0   66.1   73.9   66.9 
NCF2              52.7   36.2   27.1    9.1    0.7 
ARPC5              4.4    1.8    0.7    0.1    0.0 
RGL1              17.6    6.9    3.2    0.4    0.0 
APOBEC4           23.8   22.1   18.4    9.9    1.6 
COLGALT2           8.2    6.1    4.6    1.8    0.2 
TSEN15            22.6   18.8   13.6    5.6    0.6 
C1orf21           35.4   39.8   32.8   21.5    6.0 
EDEM3              8.5    2.8    0.7    0.0    0.0 
FAM129A           64.6   40.5   27.3    7.8    0.4 
RNF2             130.8  176.1  194.8  230.0  164.3 
TRMT1L            59.6   30.7   12.0    2.1    0.0 
SWT1               8.2    4.2    2.3    0.5    0.0 
IVNS1ABP          28.1   41.2   58.0   81.0   87.8 
HMCN1             16.1   14.3   11.5    6.0    1.1 
PRG4              16.0    6.3    2.3    0.2    0.0 
TPR               28.5   28.2   28.1   22.9    9.1 
C1orf27           20.8    8.5    3.6    0.4    0.0 
AL596220.1        49.0   27.5   12.2    2.6    0.1 
OCLM               8.0    8.0    7.0    4.4    1.1 
PDC                4.2    3.3    2.2    0.7    0.1 
PTGS2             12.9   15.8   16.1   12.4    4.5 
PLA2G4A           27.2   20.7   14.5    5.7    0.6 
BRINP3            27.9   28.9   30.9   23.0    8.2 
RGS18             29.8   20.3   11.7    2.8    0.1 
RGS21             81.7   99.0  112.7  121.0   79.7 
RGS1              15.5   15.1   13.8    8.6    2.2 
RGS13             18.3    7.2    2.3    0.2    0.0 
RGS2             123.4   70.8   48.7   11.7    0.4 
UCHL5             14.2    8.5    4.9    1.4    0.1 
TROVE2            91.0   66.6   48.1   18.7    1.8 
GLRX2             39.1   27.0   16.3    4.4    0.2 
CDC73             43.1   38.6   34.8   16.0    3.5 
B3GALT2           18.8   24.0   21.7   21.1    9.2 
KCNT2             39.6   60.4   66.1   88.5   91.2 
CFH               91.8   98.1   82.6   55.4   17.8 
CFHR3             45.1   37.5   29.4   12.1    1.3 
RP4-608O15.3      40.5   24.1   16.7    5.2    0.3 
CFHR1              6.1    2.1    0.7    0.1    0.0 
CFHR4             24.1   20.7   15.4    6.4    0.7 
CFHR2             71.0   50.8   32.3   11.4    0.8 
CFHR5             31.4   30.1   22.4   11.9    2.5 
F13B               9.6    6.8    4.2    1.3    0.1 
ASPM              20.0   29.9   38.2   51.4   52.0 
ZBTB41             4.5    3.5    2.8    1.1    0.1 
CRB1              15.7    7.5    3.6    0.6    0.0 
DENND1B           54.8   41.7   26.7    9.8    0.8 
C1orf53           43.3   49.6   40.3   32.4    8.2 
LHX9              70.4   67.4   41.5   16.2    1.9 
NEK7              61.3   41.1   25.8    5.9    0.3 
ATP6V1G3          14.2    5.6    1.6    0.1    0.0 
PTPRC             16.0   11.8    8.5    3.4    0.3 
NR5A2             15.5   19.1   23.0   23.0   17.4 
ZNF281             2.3    0.7    0.2    0.0    0.0 
KIF14              9.5    8.0    6.5    3.3    0.5 
DDX59             24.2   17.3   12.0    4.6    0.3 
CAMSAP2           18.3   19.7   16.9   11.9    3.7 
GPR25             45.7   48.5   45.1   28.7    8.4 
C1orf106          39.3   42.6   45.8   43.1   22.0 
KIF21B            16.4   13.3   10.7    4.2    0.5 
CACNA1S           53.1   69.0   76.5   69.8   40.4 
ASCL5             59.9   36.9   23.9    7.5    0.4 
TMEM9              5.9    2.3    0.8    0.1    0.0 
IGFN1             40.8   11.2    2.3    0.1    0.0 
PKP1              23.3   23.6   19.3   11.2    2.4 
TNNT2             47.6   49.7   41.8   25.4    5.9 
LAD1              34.1   27.3   20.4   11.1    1.5 
TNNI1             19.4    7.1    2.2    0.2    0.0 
PHLDA3           104.2  132.6  130.0  110.4   53.9 
CSRP1            178.5  293.0  436.2  716.6 1228.6 
NAV1              98.3  135.2  168.4  218.0  246.4 
IPO9             112.9  135.3  176.6  205.7  186.5 
SHISA4             6.7    7.1    5.6    3.3    0.8 
LMOD1             13.6   13.2   11.4    7.5    1.9 
TIMM17A          172.1  204.3  175.7  114.0   40.9 
RNPEP             24.5   21.0   16.2    7.9    1.3 
ELF3               2.3    1.3    0.7    0.2    0.0 
GPR37L1           86.8  106.3  115.9  103.7   60.3 
ARL8A            209.1  221.1  263.7  229.0  120.3 
PTPN7             15.7    9.6    5.3    1.2    0.0 
LGR6              25.3    7.8    2.5    0.2    0.0 
UBE2T             54.2   16.6    5.1    0.4    0.0 
PPP1R12B          30.4   19.5   11.7    3.5    0.2 
SYT2               3.3    2.2    1.0    0.2    0.0 
KDM5B             13.7   16.8   16.9   14.7    6.4 
RABIF             57.8   35.4   18.7    5.0    0.2 
KLHL12            29.4   16.1    7.1    1.2    0.0 
ADIPOR1           20.0   14.9   11.4    4.4    0.4 
CYB5R1            10.7   11.9   10.4    6.6    1.8 
TMEM183A          17.8   25.8   33.4   65.6  107.9 
PPFIA4            42.5   46.7   45.7   36.4   11.9 
MYOG               2.3    1.7    1.0    0.4    0.0 
ADORA1            19.6   31.9   37.1   55.7   65.1 
MYBPH             83.2   17.8    3.9    0.1    0.0 
CHI3L1            11.5   16.9   22.0   25.4   25.6 
CHIT1             52.1   42.9   31.2   12.0    1.1 
BTG2               4.9    0.7    0.1    0.0    0.0 
FMOD              26.2   33.7   42.7   41.9   30.9 
PRELP            142.5  145.3  140.8  109.6   42.9 
OPTC              12.9   12.6   12.0    7.7    2.3 
ATP2B4            56.1   51.6   44.0   21.6    3.8 
LAX1              44.6   59.5   74.9   87.9   77.4 
ZC3H11A           40.9   11.6    2.4    0.1    0.0 
ZBED6             69.4   98.7  116.7  175.2  197.3 
SNRPE            202.6  206.2  239.4  266.0  165.5 
SOX13            179.2  215.8  169.0  129.7   47.3 
ETNK2             23.9   30.3   32.6   29.5   16.1 
REN               17.5   14.7    9.4    5.2    0.6 
KISS1              8.2    7.1    5.9    3.4    0.5 
GOLT1A            19.0   15.5   10.9    3.4    0.3 
PLEKHA6           53.0    7.9    1.0    0.0    0.0 
PPP1R15B          13.2   13.5   11.3    5.9    1.1 
PIK3C2B            7.5   10.9   13.3   18.9   19.8 
MDM4              80.8   66.8   44.4   19.4    1.8 
LRRN2            209.5  218.4  192.9  129.8   30.6 
NFASC             24.6   13.4    5.8    1.0    0.0 
CNTN2             34.8   24.7   15.9    4.1    0.2 
TMEM81             6.4    2.5    0.9    0.1    0.0 
RBBP5             19.7   18.6   18.7   12.2    3.8 
DSTYK             24.2   29.0   25.3   19.3    6.5 
TMCC2             26.2   13.1    6.0    1.1    0.0 
NUAK2            157.9  214.6  262.4  290.8  243.1 
KLHDC8A           38.9   23.0   11.2    2.5    0.1 
LEMD1             10.6   10.4    9.2    5.8    1.5 
CDK18             19.6   11.8    7.1    1.7    0.1 
MFSD4A             2.9    0.6    0.1    0.0    0.0 
ELK4              10.8    6.1    2.7    0.5    0.0 
SLC45A3           14.2    6.4    3.6    0.7    0.0 
NUCKS1            49.8   53.2   55.4   45.3   17.7 
RAB29              6.7    1.6    0.3    0.0    0.0 
SLC41A1          132.7  152.3  152.5  123.6   51.2 
PM20D1            51.1   41.7   35.1   20.7    3.5 
SLC26A9           10.5   10.1    8.2    4.2    0.7 
RAB7B              8.1    3.4    1.5    0.2    0.0 
CTSE              19.7    6.1    1.9    0.1    0.0 
C1orf186          83.4  118.7  158.6  250.4  338.7 
AVPR1B             3.1    1.5    0.6    0.1    0.0 
FAM72A            35.1   16.7    6.8    0.9    0.0 
SRGAP2            26.3   13.7    6.9    1.1    0.0 
IKBKE             56.0   49.2   42.3   22.8    3.6 
RASSF5            20.3   15.5   12.8    5.8    0.7 
EIF2D              4.0    2.3    1.2    0.3    0.0 
DYRK3             42.8   39.1   36.9   18.0    3.4 
MAPKAPK2           9.2    9.2    9.3    6.0    2.1 
IL10              15.3   15.9   15.9   13.5    5.6 
IL19             120.5  204.9  289.6  454.2  744.0 
IL20              10.9    3.7    1.3    0.1    0.0 
IL24              13.3   14.3   13.8    9.7    3.8 
FCMR              31.1   39.2   53.7   60.9   56.5 
PIGR              73.9   88.9   97.1   76.4   47.1 
FCAMR             32.1   23.0   16.0    6.1    0.5 
C1orf116           8.6    6.0    3.3    0.9    0.1 
PFKFB2            19.1   10.1    5.1    1.2    0.0 
YOD1             385.3  313.8  252.6  108.0   16.7 
C4BPB             16.2    9.4    4.9    1.0    0.0 
C4BPA             31.0   31.4   30.5   20.7    5.5 
CD55               8.1    2.8    1.0    0.1    0.0 
CR2               18.2   12.2    5.8    1.3    0.0 
CR1                9.7    4.4    1.6    0.2    0.0 
CR1L              18.3   23.0   25.9   27.2   17.1 
CD46              37.8   42.6   50.5   57.9   34.7 
CD34               6.4    4.3    2.2    0.6    0.0 
PLXNA2             2.6    0.2    0.0    0.0    0.0 
CAMK1G             9.4    3.5    1.0    0.1    0.0 
LAMB3            169.6  253.6  306.1  517.4  636.3 
G0S2              48.8   47.9   41.5   23.5    4.9 
HSD11B1           23.7   35.4   40.4   47.3   39.9 
TRAF3IP3          29.4   25.5   18.9    9.9    1.5 
C1orf74            7.0    5.1    2.8    0.7    0.0 
IRF6              93.1  149.6  217.6  406.1  732.2 
DIEXF              2.8    1.9    1.0    0.3    0.0 
SYT14             60.9   34.9   19.9    4.6    0.1 
AL022397.1        12.2    6.7    2.7    0.5    0.0 
SERTAD4           33.7   22.8   16.5    4.5    0.3 
HHAT             136.2  190.1  183.7  177.3   87.5 
KCNH1             19.0   13.9    9.4    3.5    0.3 
RCOR3             31.9   31.2   31.7   19.5    4.5 
TRAF5              3.9    3.5    3.0    1.6    0.3 
RD3              248.8  340.9  468.0  528.2  497.3 
SLC30A1          257.9  268.2  314.3  265.5  120.4 
NEK2               6.4    5.1    4.3    2.3    0.4 
LPGAT1           256.3  386.6  577.8  975.1 1930.2 
INTS7             88.6   90.9   96.2   68.3   22.1 
DTL               19.9   18.7   17.3   10.8    3.5 
PPP2R5A            7.6    2.9    0.9    0.1    0.0 
TMEM206           27.6    7.8    1.9    0.1    0.0 
NENF              35.0   35.2   29.3   18.4    3.8 
ATF3              42.3   23.1   12.4    3.1    0.1 
FAM71A            49.1   40.4   31.6   13.7    1.7 
BATF3             80.2  102.1  115.3  100.5   61.7 
NSL1              40.2   24.5   13.5    3.8    0.2 
TATDN3            20.6   14.4    8.8    3.2    0.2 
SPATA45          131.5  193.4  218.3  225.8  209.3 
FLVCR1            19.5   13.7    7.5    2.2    0.1 
VASH2             35.2   17.6    8.0    1.6    0.0 
ANGEL2            22.0    8.4    2.5    0.2    0.0 
RPS6KC1           51.2   60.0   60.5   57.7   32.8 
PROX1              0.6    0.0    0.0    0.0    0.0 
SMYD2            137.4  113.8   80.8   37.3    5.3 
PTPN14            92.4   75.8   49.3   16.1    1.6 
CENPF             39.1   15.3    5.5    0.5    0.0 
KCNK2            186.0  184.8  205.1  159.0   66.8 
KCTD3             45.6   54.5   55.6   38.8   12.6 
USH2A            129.6   67.6   34.5    7.0    0.1 
ESRRG             29.4   14.9    6.1    1.0    0.0 
GPATCH2          164.8  119.4   67.1   21.3    1.4 
SPATA17           29.9   10.3    3.3    0.3    0.0 
RRP15             21.6   18.6   15.2    6.0    0.8 
TGFB2             50.5   18.6    6.1    0.6    0.0 
LYPLAL1          218.3  363.3  499.0  766.9 1207.2 
ZC3H11B           86.1   93.0  104.8   90.7   42.2 
SLC30A10          17.6   11.3    5.4    1.5    0.1 
EPRS               5.4    7.1   10.1   11.0   11.2 
BPNT1            126.6  102.1   74.6   34.5    5.6 
IARS2             45.0   55.9   55.8   56.9   38.5 
RAB3GAP2          53.4   52.8   44.7   29.8    6.8 
MARK1             81.2   83.2   81.4   53.1   13.2 
C1orf115           9.4    7.4    4.6    1.4    0.1 
2-Mar             85.8  127.0  146.0  163.5  161.7 
1-Mar             18.7   15.2   12.1    6.7    1.3 
HLX              165.0  161.9  170.4  132.4   41.5 
DUSP10           105.8  115.8  130.2  107.2   45.6 
HHIPL2             3.9    0.9    0.2    0.0    0.0 
TAF1A             41.4   58.5   79.4  118.5  150.2 
MIA3              64.3   52.2   37.0   16.2    2.2 
AIDA               4.0    1.8    0.6    0.1    0.0 
BROX              18.8   27.4   38.1   50.2   58.2 
FAM177B            4.3    3.4    2.3    0.9    0.1 
DISP1             21.5   19.2   15.6    7.8    1.1 
TLR5              14.1   11.8    8.5    3.9    0.4 
SUSD4             16.4   11.2    6.3    2.2    0.1 
CCDC185           25.2   22.8   24.6   15.8    4.6 
CAPN8             14.1   16.8   22.0   23.1   15.6 
CAPN2             13.0   14.0   14.9   10.8    4.2 
TP53BP2            3.6    1.0    0.3    0.0    0.0 
FBXO28            31.6   20.2   12.1    3.0    0.1 
DEGS1             13.1   20.8   22.8   25.3   19.0 
NVL                6.3    4.9    3.5    1.5    0.1 
CNIH4             14.4   10.9    7.2    2.9    0.2 
WDR26             25.2   24.7   15.2    7.6    0.8 
CNIH3             38.1   31.6   25.4   13.7    2.3 
DNAH14            99.9   71.4   55.5   24.8    2.5 
LBR               22.9    6.5    1.7    0.1    0.0 
ENAH              12.0   12.5   12.4    8.3    2.7 
SRP9              14.6   18.0   24.1   28.3   22.6 
EPHX1             14.3    5.6    2.0    0.2    0.0 
TMEM63A           18.6   26.9   36.8   54.2   69.0 
LEFTY1           205.0  223.5  267.3  272.2  183.9 
RP4-559A3.7       40.5   20.7    8.6    1.6    0.0 
PYCR2              8.6    1.0    0.1    0.0    0.0 
LEFTY2            48.7   48.8   42.3   34.7   10.2 
SDE2              17.3    3.4    0.5    0.0    0.0 
H3F3A            117.1  132.7  123.0  114.1   44.7 
ACBD3              4.1    4.3    3.8    3.4    1.2 
MIXL1              6.4    6.6    6.6    4.9    2.0 
LIN9               4.4    2.9    1.7    0.5    0.0 
PARP1             15.6    5.6    1.7    0.1    0.0 
STUM              56.0   43.5   29.4   11.3    1.1 
ITPKB            172.2  149.8  115.1   49.4    5.7 
PSEN2              2.5    1.0    0.3    0.0    0.0 
ADCK3              1.9    1.4    0.8    0.3    0.0 
CDC42BPA          12.8   10.8    7.3    2.8    0.3 
ZNF678           925.1 1442.4 2082.2 3845.6 6427.9 
SNAP47             2.3    1.1    0.5    0.1    0.0 
JMJD4            203.9  158.7  148.6   68.1   11.9 
PRSS38            70.5   46.5   30.3    9.0    0.5 
WNT9A             64.1   48.9   34.8   14.7    1.6 
WNT3A              5.3    1.6    0.5    0.0    0.0 
ARF1              30.5   12.9    5.3    0.5    0.0 
C1orf35           32.3   12.3    4.6    0.5    0.0 
MRPL55            22.8   28.9   28.1   22.7   10.9 
GUK1              35.9   34.6   25.6   12.1    2.0 
GJC2              14.6   12.1    8.8    3.3    0.3 
IBA57             28.3   27.7   29.5   25.1    8.8 
C1orf145          17.0   12.1    7.1    1.7    0.1 
OBSCN             36.9   19.7    9.0    1.6    0.0 
TRIM11            14.1    5.0    1.8    0.2    0.0 
TRIM17           106.6  147.6  177.0  226.1  202.4 
HIST3H3           25.0   24.0   19.3   11.7    1.9 
HIST3H2A          89.8  109.4  105.0   93.5   47.6 
HIST3H2BB          7.4    6.8    4.8    2.2    0.2 
RNF187             6.8    5.4    4.0    1.6    0.2 
RHOU              24.5   12.2    5.4    1.0    0.0 
TMEM78            15.7    5.1    1.4    0.1    0.0 
RAB4A              5.3    5.1    3.7    1.7    0.2 
SPHAR             19.6    5.0    1.4    0.1    0.0 
CCSAP             33.6   25.9   21.2    8.5    0.9 
ACTA1             17.6   11.4    6.4    1.5    0.1 
NUP133            24.0    8.8    3.1    0.3    0.0 
ABCB10            51.5   22.7    8.5    0.8    0.0 
TAF5L             12.9    9.8    8.1    3.1    0.4 
URB2              10.4    3.3    0.9    0.1    0.0 
GALNT2            18.1   14.7   11.5    6.2    0.8 
PGBD5             25.5   23.4   15.0    6.6    0.7 
COG2             318.2  331.1  287.6  215.9   59.3 
AGT               68.0   25.8   10.4    1.1    0.0 
CAPN9             53.6   28.8   12.9    2.3    0.0 
C1orf198           3.2    2.1    1.5    0.5    0.0 
TTC13            175.3  185.2  226.0  189.9  117.1 
ARV1              19.5   18.3   18.4   14.9    4.0 
FAM89A            93.7   47.2   19.4    3.0    0.0 
TRIM67            36.1   18.5    9.4    1.9    0.0 
C1orf131          24.3   39.6   55.9   90.1  155.7 
GNPAT             77.1   21.1    4.4    0.2    0.0 
EXOC8             47.4   44.7   36.9   28.9    8.0 
SPRTN              7.7    6.4    4.2    2.0    0.3 
EGLN1             93.3  113.0  118.7   92.7   47.5 
TSNAX-DISC1        1.1    0.2    0.0    0.0    0.0 
TSNAX             40.4   37.9   28.1   17.3    3.8 
DISC1            193.6  197.6  158.1   93.5   18.6 
SIPA1L2           11.3   11.0    9.1    5.1    1.1 
MAP10              6.0    5.1    4.3    3.1    0.7 
NTPCR             39.2   39.9   39.1   26.7    7.3 
PCNX2             36.0   35.9   35.8   31.3   12.2 
RP5-862P8.2       21.2   24.8   28.8   33.1   20.4 
KCNK1            139.1  185.3  284.9  332.6  452.2 
SLC35F3           21.1    8.5    3.0    0.3    0.0 
COA6              21.2   22.8   19.1   11.4    2.8 
TARBP1            24.9   26.1   22.7   19.5    5.2 
IRF2BP2           10.3    0.2    0.0    0.0    0.0 
AL360294.1       216.0  244.2  261.5  237.2  124.1 
TOMM20            14.4    9.9    6.0    1.7    0.1 
RBM34              3.6    3.9    3.5    2.5    0.7 
ARID4B            20.4   11.7    5.9    1.1    0.0 
GGPS1             51.5   52.5   44.9   28.7    8.4 
TBCE              30.2   29.4   27.7   15.7    3.5 
B3GALNT2          28.1   32.2   31.8   25.5   10.4 
GNG4              66.9   65.1   62.3   37.0   11.3 
LYST              36.2   25.7   16.2    4.6    0.3 
NID1               4.9    4.5    3.5    1.8    0.3 
GPR137B           45.1   32.5   18.6    5.1    0.3 
ERO1B             36.3   18.6    9.0    1.4    0.0 
EDARADD           24.2   16.1    9.2    2.6    0.1 
LGALS8           171.8  240.2  321.8  428.1  415.3 
HEATR1            38.0   22.3   12.9    3.3    0.1 
ACTN2              5.3    4.4    2.8    1.2    0.1 
MTR               90.1   64.8   39.0   14.2    1.2 
