#gene_name           tpm[12h/0h]  tpm[24h/0h]  tpm[48h/0h]  tpm[96h/0h]  synth_rate   halflife
GINS1                0.7          0.4          0.1          0.0          1.9          10.1
GINS2                1.1          1.1          0.9          0.3          5.4          16.3
GINS3                0.8          0.8          0.4          0.1          3.3          13.1
GINS4                0.6          0.2          0.1          0.0          1.0          8.2
GIP                  1.3          1.6          2.2          2.1          2.1          24.2
GIPC1                0.5          0.2          0.0          0.0          0.3          7.8
GIPC2                0.2          0.0          0.0          0.0          0.3          4.6
GIPC3                0.8          0.5          0.3          0.0          1.5          11.6
GIPR                 0.8          0.8          0.4          0.1          7.6          12.9
GIT1                 0.3          0.1          0.0          0.0          1.2          5.9
GIT2                 0.9          0.7          0.4          0.1          2.2          13.0
GJA1                 0.7          0.4          0.1          0.0          1.3          9.8
GJA10                0.9          0.6          0.2          0.0          4.5          11.0
GJA3                 1.1          1.0          0.8          0.3          4.9          16.1
GJA4                 1.1          0.9          0.6          0.2          16.3         15.4
GJA5                 0.4          0.2          0.0          0.0          1.1          7.4
GJA8                 0.6          0.3          0.1          0.0          3.3          8.6
GJA9                 1.0          0.9          0.5          0.1          2.1          14.0
GJB1                 1.2          1.1          0.8          0.3          4.6          15.9
GJB2                 0.4          0.2          0.0          0.0          2.2          7.1
GJB3                 0.8          0.6          0.2          0.0          3.2          10.7
GJB4                 1.0          0.9          0.5          0.1          1.7          14.0
GJB5                 0.7          0.4          0.1          0.0          0.8          9.4
GJB6                 1.0          1.0          0.7          0.2          7.1          15.4
GJB7                 1.0          0.9          0.7          0.2          14.6         14.8
GJC1                 1.1          1.0          0.7          0.3          2.3          15.7
GJC2                 0.8          0.6          0.2          0.0          1.3          11.3
GJC3                 0.8          0.7          0.3          0.0          0.6          11.8
GJD2                 0.9          0.9          0.6          0.2          1.8          14.9
GJD3                 0.6          0.3          0.1          0.0          0.4          8.6
GJD4                 0.5          0.2          0.0          0.0          1.9          7.6
GJE1                 1.6          1.9          2.8          4.1          4.1          28.6
GK                   0.4          0.1          0.0          0.0          1.7          7.0
GK2                  0.9          0.9          0.5          0.1          2.0          14.1
